Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1994,Lillehammer,Bobsleigh,"HOPPE, Wolfgang",GER,Men,Four-Man,Bronze,39,
1994,Lillehammer,Bobsleigh,"BRANNASCH, Karsten",GER,Men,Four-Man,Gold,23,
1994,Lillehammer,Bobsleigh,"CZUDAJ, Harald",GER,Men,Four-Man,Gold,24,
1994,Lillehammer,Bobsleigh,"HAMPEL, Olaf",GER,Men,Four-Man,Gold,25,
1994,Lillehammer,Bobsleigh,"SZELIG, Alexander",GER,Men,Four-Man,Gold,26,
1994,Lillehammer,Luge,"BEHRENDT, Jan",GER,Men,Doubles,Bronze,40,
1994,Lillehammer,Luge,"KRAUSSE, Stefan",GER,Men,Doubles,Bronze,41,
1994,Lillehammer,Luge,"HACKL, Georg",GER,Men,Singles,Gold,27,
1994,Lillehammer,Luge,"ERDMANN, Susi-Lisa",GER,Women,Singles,Silver,27,
1994,Lillehammer,Skating,"BAIER-LOEF, Anke",GER,Women,1000M,Silver,28,
1994,Lillehammer,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,1500M,Bronze,42,
1994,Lillehammer,Skating,"PECHSTEIN, Claudia",GER,Women,3000M,Bronze,43,
1994,Lillehammer,Skating,"PECHSTEIN, Claudia",GER,Women,5000M,Gold,28,
1994,Lillehammer,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,5000M,Silver,29,
1994,Lillehammer,Skating,"SCHENK, Franziska",GER,Women,500M,Bronze,44,
1994,Lillehammer,Skiing,"SEIZINGER, Katja",GER,Women,Downhill,Gold,29,
1994,Lillehammer,Skiing,"WASMEIER, Markus",GER,Men,Giant Slalom,Gold,30,
1994,Lillehammer,Skiing,"ERTL, Martina",GER,Women,Giant Slalom,Silver,30,
1994,Lillehammer,Skiing,"WASMEIER, Markus",GER,Men,Super-G,Gold,31,
1994,Lillehammer,Skiing,"WEISSFLOG, Jens",GER,Men,K120 Individual (90M),Gold,32,
1994,Lillehammer,Skiing,"DUFFNER, Christof",GER,Men,K120 Team (90M),Gold,33,
1994,Lillehammer,Skiing,"JAEKLE, Hansjoerg",GER,Men,K120 Team (90M),Gold,34,
1994,Lillehammer,Skiing,"THOMA, Dieter",GER,Men,K120 Team (90M),Gold,35,
1994,Lillehammer,Skiing,"WEISSFLOG, Jens",GER,Men,K120 Team (90M),Gold,36,
1994,Lillehammer,Skiing,"THOMA, Dieter",GER,Men,K90 Individual (70M),Bronze,45,
1994,Lillehammer,Bobsleigh,"HUBER, Guenther",ITA,Men,Two-Man,Bronze,26,
1994,Lillehammer,Bobsleigh,"TICCI, Stefano",ITA,Men,Two-Man,Bronze,27,
1994,Lillehammer,Luge,"BRUGGER, Kurt",ITA,Men,Doubles,Gold,25,
1994,Lillehammer,Luge,"HUBER, Wilfried",ITA,Men,Doubles,Gold,26,
1994,Lillehammer,Luge,"HUBER, Norbert",ITA,Men,Doubles,Silver,29,
1994,Lillehammer,Luge,"RAFFL, Hansje_rg",ITA,Men,Doubles,Silver,30,
1994,Lillehammer,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Bronze,28,
1994,Lillehammer,Luge,"WEISSENSTEINER, Gerda",ITA,Women,Singles,Gold,27,
1994,Lillehammer,Skating,"CARNINO, Maurizio",ITA,Men,5000M Relay,Gold,28,
1994,Lillehammer,Skating,"CATTANI, Diego",ITA,Men,5000M Relay,Gold,29,
1994,Lillehammer,Skating,"FAGONE, Orazio",ITA,Men,5000M Relay,Gold,30,
1994,Lillehammer,Skating,"HERRNHOF, Hugo",ITA,Men,5000M Relay,Gold,31,
1994,Lillehammer,Skating,"VUILLERMIN, Mirko",ITA,Men,5000M Relay,Gold,32,
1994,Lillehammer,Skating,"VUILLERMIN, Mirko",ITA,Men,500M,Silver,31,
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Downhill,Bronze,29,
1994,Lillehammer,Skiing,"COMPAGNONI, Deborah",ITA,Women,Giant Slalom,Gold,33,
1994,Lillehammer,Skiing,"TOMBA, Alberto",ITA,Men,Slalom,Silver,32,
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Super-G,Bronze,30,
1994,Lillehammer,Skiing,"ALBARELLO, Marco",ITA,Men,10KM Pursuit,Bronze,31,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,15KM Mass Start,Gold,34,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,30KM,Gold,35,
1994,Lillehammer,Skiing,"ALBARELLO, Marco",ITA,Men,4X10KM Relay,Gold,36,
1994,Lillehammer,Skiing,"DE ZOLT, Maurilio",ITA,Men,4X10KM Relay,Gold,37,
1994,Lillehammer,Skiing,"FAUNER, Silvio",ITA,Men,4X10KM Relay,Gold,38,
1994,Lillehammer,Skiing,"VANZETTA, Giorgio",ITA,Men,4X10KM Relay,Gold,39,
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze,32,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze,33,
1994,Lillehammer,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze,34,
1994,Lillehammer,Skiing,"VANZETTA, Bice",ITA,Women,4X5KM Relay,Bronze,35,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,5KM,Silver,33,
1994,Lillehammer,Skiing,"FAUNER, Silvio",ITA,Men,Combined 10KM + 15KM Pursuit,Bronze,36,
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,Combined 5KM + 10KM Pursuit,Bronze,37,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,Combined 5KM + 10KM Pursuit,Silver,34,
1994,Lillehammer,Skating,"YAMAMOTO, Hiromi",JPN,Women,5000M,Bronze,10,
1994,Lillehammer,Skating,"HORII, Manabu",JPN,Men,500M,Bronze,11,
1994,Lillehammer,Skiing,"KONO, Takanori",JPN,Men,Individual,Silver,7,
1994,Lillehammer,Skiing,"ABE, Masashi",JPN,Men,Team,Gold,5,
1994,Lillehammer,Skiing,"KONO, Takanori",JPN,Men,Team,Gold,6,
1994,Lillehammer,Skiing,"OGIWARA, Kenji",JPN,Men,Team,Gold,7,
1994,Lillehammer,Skiing,"HARADA, Masahiko",JPN,Men,K120 Team (90M),Silver,8,
1994,Lillehammer,Skiing,"KASAI, Noriaki",JPN,Men,K120 Team (90M),Silver,9,
1994,Lillehammer,Skiing,"NISHIKATA, Jinya",JPN,Men,K120 Team (90M),Silver,10,
1994,Lillehammer,Skiing,"OKABE, Takanobu",JPN,Men,K120 Team (90M),Silver,11,
1994,Lillehammer,Skiing,"SMIRNOV, Vladimir",KAZ,Men,10KM Pursuit,Silver,,
1994,Lillehammer,Skiing,"SMIRNOV, Vladimir",KAZ,Men,50KM,Gold,,
1994,Lillehammer,Skiing,"SMIRNOV, Vladimir",KAZ,Men,Combined 10KM + 15KM Pursuit,Silver,,
1994,Lillehammer,Skating,"KIM, Ki-Hoon",KOR,Men,1000M,Gold,6,
1994,Lillehammer,Skating,"CHAE, Ji-Hoon",KOR,Men,1000M,Silver,2,
1994,Lillehammer,Skating,"KIM, So-Hee",KOR,Women,1000M,Bronze,2,
1994,Lillehammer,Skating,"CHUN, Lee-Kyung",KOR,Women,1000M,Gold,7,
1994,Lillehammer,Skating,"CHUN, Lee-Kyung",KOR,Women,3000M Relay,Gold,8,
1994,Lillehammer,Skating,"KIM, Ryang-Hee",KOR,Women,3000M Relay,Gold,9,
1994,Lillehammer,Skating,"KIM, So-Hee",KOR,Women,3000M Relay,Gold,10,
1994,Lillehammer,Skating,"KIM, Yoon-Mi",KOR,Women,3000M Relay,Gold,11,
1994,Lillehammer,Skating,"WON, Hye-Kyung",KOR,Women,3000M Relay,Gold,12,
1994,Lillehammer,Skating,"CHAE, Ji-Hoon",KOR,Men,500M,Gold,13,
1994,Lillehammer,Skating,"VELDKAMP, Bart",NED,Men,10000M,Bronze,15,
1994,Lillehammer,Skating,"ZANDSTRA, Falko",NED,Men,1500M,Bronze,16,
1994,Lillehammer,Skating,"RITSMA, Rintje",NED,Men,1500M,Silver,19,
1994,Lillehammer,Skating,"RITSMA, Rintje",NED,Men,5000M,Bronze,17,
1994,Lillehammer,Skating,"KOSS, Johann Olav",NOR,Men,10000M,Gold,75,
1994,Lillehammer,Skating,"STORELID, Kjell",NOR,Men,10000M,Silver,97,
1994,Lillehammer,Skating,"KOSS, Johann Olav",NOR,Men,1500M,Gold,76,
1994,Lillehammer,Skating,"KOSS, Johann Olav",NOR,Men,5000M,Gold,77,
1994,Lillehammer,Skating,"STORELID, Kjell",NOR,Men,5000M,Silver,98,
1994,Lillehammer,Skiing,"STRAND NILSEN, Harald Chr.",NOR,Men,Alpine Combined,Bronze,70,
1994,Lillehammer,Skiing,"KJUS, Lasse",NOR,Men,Alpine Combined,Gold,78,
1994,Lillehammer,Skiing,"AAMODT, Kjetil Andre",NOR,Men,Alpine Combined,Silver,99,
1994,Lillehammer,Skiing,"AAMODT, Kjetil Andre",NOR,Men,Downhill,Silver,100,
1994,Lillehammer,Skiing,"AAMODT, Kjetil Andre",NOR,Men,Super-G,Bronze,71,
1994,Lillehammer,Skiing,"DAEHLIE, Bje_rn",NOR,Men,10KM Pursuit,Gold,79,
1994,Lillehammer,Skiing,"MIKKELSPLASS, Marit",NOR,Women,30KM,Silver,101,
1994,Lillehammer,Skiing,"ALSGAARD, Thomas",NOR,Men,30KM Mass Start,Gold,80,
1994,Lillehammer,Skiing,"DAEHLIE, Bje_rn",NOR,Men,30KM Mass Start,Silver,102,
1994,Lillehammer,Skiing,"ALSGAARD, Thomas",NOR,Men,4X10KM Relay,Silver,103,
1994,Lillehammer,Skiing,"DAEHLIE, Bje_rn",NOR,Men,4X10KM Relay,Silver,104,
1994,Lillehammer,Skiing,"SIVERTSEN, Sture",NOR,Men,4X10KM Relay,Silver,105,
1994,Lillehammer,Skiing,"ULVANG, Vegard",NOR,Men,4X10KM Relay,Silver,106,
1994,Lillehammer,Skiing,"DYBENDAHL HARTZ, Trude",NOR,Women,4X5KM Relay,Silver,107,
1994,Lillehammer,Skiing,"MOEN, Anita",NOR,Women,4X5KM Relay,Silver,108,
1994,Lillehammer,Skiing,"NILSEN, Elin",NOR,Women,4X5KM Relay,Silver,109,
1994,Lillehammer,Skiing,"NYBRAATEN, Inger Helene",NOR,Women,4X5KM Relay,Silver,110,
1994,Lillehammer,Skiing,"SIVERTSEN, Sture",NOR,Men,50KM,Bronze,72,
1994,Lillehammer,Skiing,"DAEHLIE, Bje_rn",NOR,Men,Combined 10KM + 15KM Pursuit,Gold,81,
1994,Lillehammer,Skiing,"LID, Hilde Synnove",NOR,Women,Aerials,Bronze,73,
1994,Lillehammer,Skiing,"HATTESTAD, Stine Lise",NOR,Women,Moguls,Gold,82,
1994,Lillehammer,Skiing,"VIK, Bjarte Engen",NOR,Men,Individual,Bronze,74,
1994,Lillehammer,Skiing,"LUNDBERG, Fred Boerre",NOR,Men,Individual,Gold,83,
1994,Lillehammer,Skiing,"APELAND, Knut",NOR,Men,Team,Silver,111,
1994,Lillehammer,Skiing,"LUNDBERG, Fred Boerre",NOR,Men,Team,Silver,112,
1994,Lillehammer,Skiing,"VIK, Bjarte Engen",NOR,Men,Team,Silver,113,
1994,Lillehammer,Skiing,"BREDESEN, Espen",NOR,Men,K120 Individual (90M),Silver,114,
1994,Lillehammer,Skiing,"BREDESEN, Espen",NOR,Men,K90 Individual (70M),Gold,84,
1994,Lillehammer,Skiing,"OTTESEN, Lasse",NOR,Men,K90 Individual (70M),Silver,115,
1994,Lillehammer,Biathlon,"TARASOV, Sergei",RUS,Men,10KM,Bronze,1,
1994,Lillehammer,Biathlon,"TCHEPIKOV, Sergei",RUS,Men,10KM,Gold,1,
1994,Lillehammer,Biathlon,"TARASOV, Sergei",RUS,Men,20KM,Gold,2,
1994,Lillehammer,Biathlon,"DRATSCHEV, Vladimir",RUS,Men,4X7.5KM Relay,Silver,1,
1994,Lillehammer,Biathlon,"KIRIENKO, Valeri",RUS,Men,4X7.5KM Relay,Silver,2,
1994,Lillehammer,Biathlon,"TARASOV, Sergei",RUS,Men,4X7.5KM Relay,Silver,3,
1994,Lillehammer,Biathlon,"TCHEPIKOV, Sergei",RUS,Men,4X7.5KM Relay,Silver,4,
1994,Lillehammer,Biathlon,"NOSKOVA, Louiza",RUS,Women,4X7.5KM Relay,Gold,3,
1994,Lillehammer,Biathlon,"REZTSOVA, Anfisa",RUS,Women,4X7.5KM Relay,Gold,4,
1994,Lillehammer,Biathlon,"SNYTINA, Natalia",RUS,Women,4X7.5KM Relay,Gold,5,
1994,Lillehammer,Biathlon,"TALANOVA, Nadejda",RUS,Women,4X7.5KM Relay,Gold,6,
1994,Lillehammer,Skating,"GRISCHUK, Pasha",RUS,Women,Ice Dancing,Gold,7,
1994,Lillehammer,Skating,"PLATOV, Evgeny",RUS,Men,Ice Dancing,Gold,8,
1994,Lillehammer,Skating,"USOVA, Maya",RUS,Women,Ice Dancing,Silver,5,
1994,Lillehammer,Skating,"ZHULIN, Aleksandr",RUS,Men,Ice Dancing,Silver,6,
1994,Lillehammer,Skating,"URMANOV, Aleksei",RUS,Men,Individual,Gold,9,
1994,Lillehammer,Skating,"GORDEYEVA, Yekaterina",RUS,Women,Pairs,Gold,10,
1994,Lillehammer,Skating,"GRINKOV, Sergey",RUS,Men,Pairs,Gold,11,
1994,Lillehammer,Skating,"DMITRIYEV, Artur",RUS,Men,Pairs,Silver,7,
1994,Lillehammer,Skating,"MISHKUTYONOK, Natalya",RUS,Women,Pairs,Silver,8,
1994,Lillehammer,Skating,"KLEVCHENYA, Sergey",RUS,Men,1000M,Bronze,2,
1994,Lillehammer,Skating,"FEDOTKINA, Svetlana",RUS,Women,1500M,Silver,9,
1994,Lillehammer,Skating,"BAJANOVA, Svetlana",RUS,Women,3000M,Gold,12,
1994,Lillehammer,Skating,"GOLUBEV, Aleksandr",RUS,Men,500M,Gold,13,
1994,Lillehammer,Skating,"KLEVCHENYA, Sergey",RUS,Men,500M,Silver,10,
1994,Lillehammer,Skiing,"GLADISHEVA, Svetlana",RUS,Women,Super-G,Silver,11,
1994,Lillehammer,Skiing,"GAVRILJUK, Nina",RUS,Women,15KM Mass Start,Bronze,3,
1994,Lillehammer,Skiing,"EGOROVA, Ljubov",RUS,Women,15KM Mass Start,Silver,12,
1994,Lillehammer,Skiing,"EGOROVA, Ljubov",RUS,Women,4X5KM Relay,Gold,14,
1994,Lillehammer,Skiing,"GAVRILJUK, Nina",RUS,Women,4X5KM Relay,Gold,15,
1994,Lillehammer,Skiing,"LAZUTINA, Larissa",RUS,Women,4X5KM Relay,Gold,16,
1994,Lillehammer,Skiing,"VAELBE, Elena",RUS,Women,4X5KM Relay,Gold,17,
1994,Lillehammer,Skiing,"EGOROVA, Ljubov",RUS,Women,5KM,Gold,18,
1994,Lillehammer,Skiing,"EGOROVA, Ljubov",RUS,Women,Combined 5KM + 10KM Pursuit,Gold,19,
1994,Lillehammer,Skiing,"SHUPLETSOV, Sergei",RUS,Men,Moguls,Silver,13,
1994,Lillehammer,Skiing,"KOZHEVNIKOVA, Yelizaveta",RUS,Women,Moguls,Bronze,4,
1994,Lillehammer,Skiing,"DOVZAN, Alenka",SLO,Women,Alpine Combined,Bronze,1,
1994,Lillehammer,Skiing,"KOSIR, Jure",SLO,Men,Slalom,Bronze,2,
1994,Lillehammer,Skiing,"KOREN, Katja",SLO,Women,Slalom,Bronze,3,
1994,Lillehammer,Bobsleigh,"ACKLIN, Donat",SUI,Men,Four-Man,Silver,46,
1994,Lillehammer,Bobsleigh,"MEIER, Kurt",SUI,Men,Four-Man,Silver,47,
1994,Lillehammer,Bobsleigh,"SEMERARO, Domenico",SUI,Men,Four-Man,Silver,48,
1994,Lillehammer,Bobsleigh,"WEDER, Gustav",SUI,Men,Four-Man,Silver,49,
1994,Lillehammer,Bobsleigh,"ACKLIN, Donat",SUI,Men,Two-Man,Gold,47,
1994,Lillehammer,Bobsleigh,"WEDER, Gustav",SUI,Men,Two-Man,Gold,48,
1994,Lillehammer,Bobsleigh,"ACKLIN, Guido",SUI,Men,Two-Man,Silver,50,
1994,Lillehammer,Bobsleigh,"GOETSCHI, Reto",SUI,Men,Two-Man,Silver,51,
1994,Lillehammer,Skiing,"SCHNEIDER, Vreni",SUI,Women,Alpine Combined,Silver,52,
1994,Lillehammer,Skiing,"KAELIN, Urs",SUI,Men,Giant Slalom,Silver,53,
1994,Lillehammer,Skiing,"SCHNEIDER, Vreni",SUI,Women,Giant Slalom,Bronze,74,
1994,Lillehammer,Skiing,"SCHNEIDER, Vreni",SUI,Women,Slalom,Gold,49,
1994,Lillehammer,Skiing,"SCHe_NBeCHLER, Andreas",SUI,Men,Aerials,Gold,50,
1994,Lillehammer,Skiing,"CUENDET, Jean-Yves",SUI,Men,Team,Bronze,75,
1994,Lillehammer,Skiing,"KEMPF, Hippolyt",SUI,Men,Team,Bronze,76,
1994,Lillehammer,Skiing,"SCHAAD, Andreas",SUI,Men,Team,Bronze,77,
1994,Lillehammer,Ice Hockey,"ALGOTSSON, Hakan",SWE,Men,Ice Hockey,Gold,49,
1994,Lillehammer,Ice Hockey,"BERGKVIST, Jonas",SWE,Men,Ice Hockey,Gold,50,
1994,Lillehammer,Ice Hockey,"BERGLUND, Charles",SWE,Men,Ice Hockey,Gold,51,
1994,Lillehammer,Ice Hockey,"DACKELL, Andreas",SWE,Men,Ice Hockey,Gold,52,
1994,Lillehammer,Ice Hockey,"DUE-BOJE, Christian",SWE,Men,Ice Hockey,Gold,53,
1994,Lillehammer,Ice Hockey,"ERIKSSON, Niklas",SWE,Men,Ice Hockey,Gold,54,
1994,Lillehammer,Ice Hockey,"FORSBERG, Peter",SWE,Men,Ice Hockey,Gold,55,
1994,Lillehammer,Ice Hockey,"HANSSON, Roger",SWE,Men,Ice Hockey,Gold,56,
1994,Lillehammer,Ice Hockey,"JOHANSSON, Roger",SWE,Men,Ice Hockey,Gold,57,
1994,Lillehammer,Ice Hockey,"JONSSON, Jorgen",SWE,Men,Ice Hockey,Gold,58,
1994,Lillehammer,Ice Hockey,"JONSSON, Kenny",SWE,Men,Ice Hockey,Gold,59,
1994,Lillehammer,Ice Hockey,"JONSSON, Tomas",SWE,Men,Ice Hockey,Gold,60,
1994,Lillehammer,Ice Hockey,"JUHLIN, Patrik",SWE,Men,Ice Hockey,Gold,61,
1994,Lillehammer,Ice Hockey,"KJELLBERG, Patric",SWE,Men,Ice Hockey,Gold,62,
1994,Lillehammer,Ice Hockey,"LOOB, Haakan",SWE,Men,Ice Hockey,Gold,63,
1994,Lillehammer,Ice Hockey,"NeSLUND, Mats",SWE,Men,Ice Hockey,Gold,64,
1994,Lillehammer,Ice Hockey,"e_RNSKOG, Stefan",SWE,Men,Ice Hockey,Gold,65,
1994,Lillehammer,Ice Hockey,"ROHLIN, Leif",SWE,Men,Ice Hockey,Gold,66,
1994,Lillehammer,Ice Hockey,"RYDMARK, Daniel",SWE,Men,Ice Hockey,Gold,67,
1994,Lillehammer,Ice Hockey,"SALO, Tommy",SWE,Men,Ice Hockey,Gold,68,
1994,Lillehammer,Ice Hockey,"STILLMAN, Fredrik",SWE,Men,Ice Hockey,Gold,69,
1994,Lillehammer,Ice Hockey,"SVENSSON, Magnus",SWE,Men,Ice Hockey,Gold,70,
1994,Lillehammer,Skiing,"WIBERG, Pernilla",SWE,Women,Alpine Combined,Gold,71,
1994,Lillehammer,Skiing,"LINDGREN, Marie",SWE,Women,Aerials,Silver,66,
1994,Lillehammer,Biathlon,"TSERBE-NESSINA, Valentyna",UKR,Women,7.5KM,Bronze,,
1994,Lillehammer,Skating,"BAIUL, Oksana",UKR,Women,Individual,Gold,,
1994,Lillehammer,Skating,"KERRIGAN, Nancy",USA,Women,Individual,Silver,143,
1994,Lillehammer,Skating,"CASHMAN, Karen",USA,Women,3000M Relay,Bronze,63,
1994,Lillehammer,Skating,"PETERSON, Amy",USA,Women,3000M Relay,Bronze,64,
1994,Lillehammer,Skating,"SUNDSTROM, Shana",USA,Women,3000M Relay,Bronze,65,
1994,Lillehammer,Skating,"TURNER, Cathy",USA,Women,3000M Relay,Bronze,66,
1994,Lillehammer,Skating,"ZIEGELMEYER, Nikki",USA,Women,3000M Relay,Bronze,67,
1994,Lillehammer,Skating,"BARTZ, Randall",USA,Men,5000M Relay,Silver,144,
1994,Lillehammer,Skating,"COYLE, John",USA,Men,5000M Relay,Silver,145,
1994,Lillehammer,Skating,"FLAIM, Eric",USA,Men,5000M Relay,Silver,146,
1994,Lillehammer,Skating,"GABEL, Andrew",USA,Men,5000M Relay,Silver,147,
1994,Lillehammer,Skating,"GOSKOWICZ, Anthony",USA,Men,5000M Relay,Silver,148,
1994,Lillehammer,Skating,"PETERSON, Amy",USA,Women,500M,Bronze,68,
1994,Lillehammer,Skating,"TURNER, Cathy",USA,Women,500M,Gold,95,
1994,Lillehammer,Skating,"JANSEN, Daniel",USA,Men,1000M,Gold,96,
1994,Lillehammer,Skating,"BLAIR, Bonnie",USA,Women,1000M,Gold,97,
1994,Lillehammer,Skating,"BLAIR, Bonnie",USA,Women,500M,Gold,98,
1994,Lillehammer,Skiing,"MOE, Thomas",USA,Men,Downhill,Gold,99,
1994,Lillehammer,Skiing,"STREET, Picabo",USA,Women,Downhill,Silver,149,
1994,Lillehammer,Skiing,"MOE, Thomas",USA,Men,Super-G,Silver,150,
1994,Lillehammer,Skiing,"ROFFE, Diann",USA,Women,Super-G,Gold,100,
1994,Lillehammer,Skiing,"MCINTYRE, Elizabeth",USA,Women,Moguls,Silver,151,
1994,Lillehammer,Skiing,"CHERYAZOVA, Lina",UZB,Women,Aerials,Gold,,
1998,Nagano,Skiing,"STEGGALL, Zali",AUS,Women,Slalom,Bronze,,
1998,Nagano,Luge,"NEUNER, Angelika",AUT,Women,Singles,Bronze,56,
1998,Nagano,Skiing,"MAYER, Christian",AUT,Men,Alpine Combined,Bronze,57,
1998,Nagano,Skiing,"REITER, Mario",AUT,Men,Alpine Combined,Gold,43,
1998,Nagano,Skiing,"TRINKL, Hannes",AUT,Men,Downhill,Bronze,58,
1998,Nagano,Skiing,"MAIER, Hermann",AUT,Men,Giant Slalom,Gold,44,
1998,Nagano,Skiing,"EBERHARTER, Stephan",AUT,Men,Giant Slalom,Silver,,
1998,Nagano,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Giant Slalom,Silver,,
1998,Nagano,Skiing,"SYKORA, Thomas",AUT,Men,Slalom,Bronze,59,
1998,Nagano,Skiing,"MAIER, Hermann",AUT,Men,Super-G,Gold,45,
1998,Nagano,Skiing,"KNAUSS, Hans",AUT,Men,Super-G,Silver,,
1998,Nagano,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Super-G,Bronze,60,
1998,Nagano,Skiing,"DORFMEISTER, Michaela",AUT,Women,Super-G,Silver,,
1998,Nagano,Skiing,"GANDLER, Markus",AUT,Men,10KM Pursuit,Silver,,
1998,Nagano,Skiing,"HOFFMANN, Christian",AUT,Men,50KM,Bronze,61,
1998,Nagano,Skiing,"HOELLWARTH, Martin",AUT,Men,K120 Team (90M),Bronze,62,
1998,Nagano,Skiing,"HORNGACHER, Stefan",AUT,Men,K120 Team (90M),Bronze,63,
1998,Nagano,Skiing,"SCHWARZENBERGER, Reinhard",AUT,Men,K120 Team (90M),Bronze,64,
1998,Nagano,Skiing,"WIDHOELZL, Andreas",AUT,Men,K120 Team (90M),Bronze,65,
1998,Nagano,Skiing,"WIDHOELZL, Andreas",AUT,Men,K90 Individual (70M),Bronze,66,
1998,Nagano,Skiing,"KOECK, Brigitte",AUT,Women,Giant-Slalom,Bronze,67,
1998,Nagano,Skating,"VELDKAMP, Bart",BEL,Men,5000M,Bronze,,
1998,Nagano,Biathlon,"AIDAROV, Aleksei",BLR,Men,20KM,Bronze,,
1998,Nagano,Skiing,"DASHCHINSKY, Dmitri",BLR,Men,Aerials,Bronze,,
1998,Nagano,Biathlon,"DAFOVSKA, Ekaterina",BUL,Women,15KM,Gold,,
1998,Nagano,Bobsleigh,"LUEDERS, Pierre",CAN,Men,Two-Man,Gold,89,
1998,Nagano,Bobsleigh,"MACEACHERN, David",CAN,Men,Two-Man,Gold,90,
1998,Nagano,Curling,"HARRIS, Mike",CAN,Men,Curling,Silver,104,
1998,Nagano,Curling,"HART, Richard",CAN,Men,Curling,Silver,105,
1998,Nagano,Curling,"KARRYS, George",CAN,Men,Curling,Silver,106,
1998,Nagano,Curling,"MITCHELL, Collin",CAN,Men,Curling,Silver,107,
1998,Nagano,Curling,"SAVAGE, Paul",CAN,Men,Curling,Silver,108,
1998,Nagano,Curling,"BETKER, Jan",CAN,Women,Curling,Gold,91,
1998,Nagano,Curling,"FORD, Atina",CAN,Women,Curling,Gold,92,
1998,Nagano,Curling,"GUDEREIT, Marcia",CAN,Women,Curling,Gold,93,
1998,Nagano,Curling,"MCCUSKER, Joan",CAN,Women,Curling,Gold,94,
1998,Nagano,Curling,"SCHMIRLER, Sandra",CAN,Women,Curling,Gold,95,
1998,Nagano,Ice Hockey,"BOTTERILL, Jennifer",CAN,Women,Ice Hockey,Silver,109,
1998,Nagano,Ice Hockey,"BRISSON, Therese",CAN,Women,Ice Hockey,Silver,110,
1998,Nagano,Ice Hockey,"CAMPBELL, Cassie",CAN,Women,Ice Hockey,Silver,111,
1998,Nagano,Ice Hockey,"DIDUCK, Judy",CAN,Women,Ice Hockey,Silver,112,
1998,Nagano,Ice Hockey,"DROLET, Nancy",CAN,Women,Ice Hockey,Silver,113,
1998,Nagano,Ice Hockey,"DUPUIS, Lori",CAN,Women,Ice Hockey,Silver,114,
1998,Nagano,Ice Hockey,"GOYETTE, Danielle",CAN,Women,Ice Hockey,Silver,115,
1998,Nagano,Ice Hockey,"HEANEY, Geraldine",CAN,Women,Ice Hockey,Silver,116,
1998,Nagano,Ice Hockey,"HEFFORD, Jayna",CAN,Women,Ice Hockey,Silver,117,
1998,Nagano,Ice Hockey,"KELLAR, Becky",CAN,Women,Ice Hockey,Silver,118,
1998,Nagano,Ice Hockey,"MCCORMACK, Katheryn",CAN,Women,Ice Hockey,Silver,119,
1998,Nagano,Ice Hockey,"NYSTROM, Karen",CAN,Women,Ice Hockey,Silver,120,
1998,Nagano,Ice Hockey,"REDDON, Lesley",CAN,Women,Ice Hockey,Silver,121,
1998,Nagano,Ice Hockey,"RHEAUME, Manon",CAN,Women,Ice Hockey,Silver,122,
1998,Nagano,Ice Hockey,"SCHULER, Laura",CAN,Women,Ice Hockey,Silver,123,
1998,Nagano,Ice Hockey,"SMITH, Fiona",CAN,Women,Ice Hockey,Silver,124,
1998,Nagano,Ice Hockey,"ST-LOUIS, France",CAN,Women,Ice Hockey,Silver,125,
1998,Nagano,Ice Hockey,"SUNOHARA, Vicky",CAN,Women,Ice Hockey,Silver,126,
1998,Nagano,Ice Hockey,"WICKENHEISER, Hayley",CAN,Women,Ice Hockey,Silver,127,
1998,Nagano,Ice Hockey,"WILSON, Stacy",CAN,Women,Ice Hockey,Silver,128,
1998,Nagano,Skating,"STOJKO, Elvis",CAN,Men,Individual,Silver,129,
1998,Nagano,Skating,"BEDARD, Eric",CAN,Men,1000M,Bronze,62,
1998,Nagano,Skating,"BOUDRIAS, Christine",CAN,Women,3000M Relay,Bronze,63,
1998,Nagano,Skating,"CHAREST, Isabelle",CAN,Women,3000M Relay,Bronze,64,
1998,Nagano,Skating,"PERREAULT, Annie",CAN,Women,3000M Relay,Bronze,65,
1998,Nagano,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Bronze,66,
